Food Name,Food Code,Description,Group,Group (sub-class),Comments,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Nitrogen (g),NSP (g),Fibre (g),Fat (g),Starch (g),Water (g),Total Phytosterols (mg),Description Footnote,Citric acid (g),Malic acid (g),Alcohol (g),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),Carotene (µg),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),Cholesterol (mg),Oligosaccharide (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Retinol Equivalent (µg),Retinol (µg),5-mehtyl folate (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),Vitamin D (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Vitamin E (mg),Vitamin K1 (µg)
Chocolate nut spread,17-070,"8 samples, 5 brands","Sugars, preserves and snacks ",SC,As MSF 17-070 with fatty acids from FA 17-422,549,6.2,59.05,58.15,0.99,0.8,0,33,0.7,0,30.4,,0,0,0,0,0,0,0,0,0,0,9.34,16.7,5.27,0.4,0.13,52.9,16.69,0,16.82,16.7,5.27,0,5.4,29.6,9.34,0,0,0.8,0.25,50,390,130,65,180,2.2,0.48,1,60,1.1,0,0,0.3,0,21.8,0,4.5,1,0,0,2.9,2,0,0,0,0,56.7,0,3,0,0,0,0,0,0,0,0.03,0.1,0.5,1.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jam, fruit with edible seeds",17-073,"10 samples, 5 flavours","Sugars, preserves and snacks ",SC,"As MSF 17-073, with Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",261,0.6,68.35,68.35,0.1,0,0,0,0,29.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,12,5,10,0.2,0.01,0.1,9,0.13,0,7,0,0,0,0,0,0,0,0,0,0,0,27.4,0,14.9,18.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.9
"Jam, stone fruit",17-074,"8 samples, 4 flavours","Sugars, preserves and snacks ",SC,As MSF 17-074,261,0.4,68.65,68.65,0.06,0,0,0,0,29.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,67,10,3,6,0.2,0.02,0,4,0.02,0,7,0,0,0,0,0,0,0,0,0,0,0,27.5,0,14.9,18.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemon curd,17-490,"10 jars, 4 brands","Sugars, preserves and snacks ",SC,As MSF 17-076 and FA Supplements 17-423,282,0.6,61.3,40,0.09,0.2,0,4.9,20.3,30.7,0,,0,0,0,0,0,0,0,0,0,0,1.52,20,0.94,3.3,0.15,37.3,1.75,0,2.02,22.8,1.07,0,1.15,32.5,1.52,0,0,7.5,0.35,65,11,9,2,15,0.5,0.3,1.3,150,0,0,0,0,12,6,1,4,0,0,0,1,21,0,16.5,0,7.6,12,4.3,0,0,0,0,0,10,10,0,0,0.02,0,0.1,0.1,0,0,0,0.1,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"Treacle, black",17-068,3 samples,"Sugars, preserves and snacks ",SC,As MSF 17-068,257,1.2,66.4,66,0.19,0,0,0,0,28.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1760,550,180,29,21.3,0.78,0.8,820,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,16.7,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honeycomb,17-051,"2 samples, honey and comb together","Sugars, preserves and snacks ",SC,As MSF 17-051,281,0.6,74.4,74.4,0.09,0,0,4.6,0,20.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,8,2,32,0.2,0.04,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.2,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syrup, golden",17-065,3 samples of the same brand,"Sugars, preserves and snacks ",SC,As MSF 17-065,298,0.3,78.2,78.2,0.05,0,0,0,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,58,16,3,1,0.4,0.06,0.1,42,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,23,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugar, Demerara",17-061,5 samples,"Sugars, preserves and snacks ",SC,As MSF 17-061,394,0.5,102,102,0.08,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,29,9,3,0.9,0.11,0.1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey,17-050,8 samples; assorted types,"Sugars, preserves and snacks ",SC,As MSF 17-050,288,0.4,76.4,76.4,0.06,0,0,0,0,17.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,5,2,17,0.4,0.05,0.9,18,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,34.6,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red kidney beans, dried, boiled in unsalted water",13-110,"As raw, soaked and boiled",Vegetables,DB,As VHS 13-110,103,8.4,16.7,1,1.35,6.7,0,0.5,13.2,66,0,,0,0,0,0,4,0,0,0,4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,2,420,37,45,130,2.5,0.23,1,1,0.5,6,0,0,11,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0,0,0,1,0,0,0.17,0.05,0.6,1.3,0,0.12,0,42,0.22,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0
"Lentils, red, split, dried, raw",13-091,LGC; as purchased,Vegetables,DB,As VHS 13-091,318,23.6,53.85,2.35,3.8,4.9,0,1.3,46.2,11.1,0,,0,0,0,0,60,0,0,0,60,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,36,710,51,83,320,7.6,0.58,3.1,64,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.2,0,0,0,0,0,0,10,0,0,0.5,0.2,2,3.2,0,0.6,0,35,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red kidney beans, dried, raw",13-109,Whole beans. Analytical and literature sources,Vegetables,DB,As VHS 13-109,266,22.1,42.25,2.45,3.54,15.7,0,1.4,34.5,11.2,0,,0,0,0,0,11,0,0,0,11,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.8,0,0,0,0,0,0,18,1370,100,150,410,6.4,0.68,3,2,1.2,16,0,0,30,0,0,0,0,0,0,0,0,0,0.2,0,0.1,2.2,0,0,0,0,0,0,2,0,0,0.65,0.19,2.1,3.5,0,0.4,0,130,0.78,0,4,0,0,0,0,0,0,0,0,0,0,0.52,0
"Mung beans, whole, dried, boiled in unsalted water",13-097,"As raw, soaked and boiled",Vegetables,DB,As VHS 13-097,91,7.6,14.65,0.5,1.21,3,0,0.4,12.8,69.3,0,,0,0,0,0,12,0,0,0,12,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2,270,24,43,81,1.4,0.19,0.9,4,0.3,5,0,0,8,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.3,0,0,0,0,0,0,2,0,0,0.09,0.07,0.5,1.2,0,0.07,0,35,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mung beans, whole, dried, raw",13-096,Literature sources,Vegetables,DB,As VHS 13-096,279,23.85,44.3,1.45,3.8,10,0,1.1,37.2,11,0,,0,0,0,0,24,0,0,0,24,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,12,1250,89,150,360,6,0.47,2.7,12,0.8,16,0,0,23,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,0,0,0,0,4,0,0,0.36,0.26,2.1,3.8,0,0.38,0,140,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Runner beans, raw",13-112,IFR; ends and sides trimmed,Vegetables,DB,"As VHS 13-112 with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",22,1.6,17.1,2.8,0.26,2,0,0.4,0.4,91.2,0,,0,0,0,5,145,0,0,0,145,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,220,33,19,34,1.2,0.02,0.2,21,0.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1.3,0.6,0,0,0,0,0,0,25,0,0,0.06,0.03,0,0.4,0,0.08,0,60,0.05,0.7,18,0,0,0,0,0,0,0,0,0,0,0.23,26
"Lentils, green and brown, whole, dried, boiled in salted water",13-090,"LGC; as raw. Boiled 10 minutes, simmered 25 minutes",Vegetables,DB,As VHS 13-090,105,8.8,16.15,0.4,1.41,3.8,0,0.7,14.5,66.7,0,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,3,310,22,34,130,3.5,0.33,1.4,26,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.14,0.08,0.6,1.2,0,0.28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beansprouts, mung, stir-fried in blended oil",13-427,LGC. 6 samples; stir-fried 2 minutes.  And calcd. from raw,Vegetables,DB,"As MW5 50-697/VHS 13-054, with folate from LGC 'Individual folates in foodstuffs' 1996 and selenium  from SAC 'Analysis of foods for Selenium' 1994 (raw). Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",72,1.9,2.45,1.4,0.3,0.9,0,6.1,1,88.4,0,,0,0,0,12,12,12,0,0,24,0,0.5,0,0,0,0,0,0,0,3,0,0,0,2.2,0,0,0,0,0,0,3,45,12,11,29,1,0.05,0.2,9,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0,0,0,4,0,41,0.06,0.02,0.3,0.3,0.6,0.07,0,43,0.23,0,7,0,0,0,0,0,0,0,0,0,0,0,6.4
"Lentils, green and brown, whole, dried, raw",13-089,"LGC; 10 samples, 6 brands. Continental type",Vegetables,DB,As VHS 13-089,297,24.35,46.7,1.15,3.9,8.9,0,1.9,40.5,10.8,0,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,0,0,0.8,0,0,0,0,0,0,12,940,71,110,350,11.1,1.02,3.9,87,1.4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1,0,0,0,0,0,0,0,0,0,0.41,0.27,2.2,3.3,0,0.93,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentils, red, split, dried, boiled in unsalted water",13-434,LGC.  As purchased; boiled 20 minutes,Vegetables,DB,"As MW5 50-713/VHS 13-092 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",100,7.6,16.75,0.8,1.22,1.9,0,0.4,14.7,72.1,0,,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,12,220,16,26,100,2.4,0.19,1,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0,0,0,0,0,0,3,0,28,0.11,0.04,0.4,1,1.4,0.11,0,33,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hummus,13-433,"LGC.  Chick pea spread; 10 samples, retail and homemade",Vegetables,DB,As VHS 13-088 and FA Supplements 13-863 with selenium from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006,187,7.6,11.15,1.85,1.22,2.4,0,12.6,8.5,61.4,48.4,,0,0,0,0,0,0,0,0,0,0,1.54,41.1,4.55,4.2,0.46,40.8,4.51,0,4.51,44.7,4.95,0,5.02,13.9,1.54,0,0,0.06,0.07,670,190,41,62,160,1.9,0.3,1.4,670,0.5,4,0,0,0,31.3,1.3,10.3,2.5,0,0,3,0,0,0,0,0.2,1.7,0,0,0,0,0,0,0,0,0,0.16,0.05,1.1,1,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Green beans/French beans, frozen, boiled in unsalted water",13-432,"LGC; 10 samples, 8 brands.  Boiled 3-8 minutes",Vegetables,DB,"As MW5 50-708/VHS 13-084 with selenium, folate and carotenoids from new LGC data. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",25,1.75,4.55,2.1,0.28,4.1,0,0.1,2.4,90,0,,0,0,0,52,494,0,760,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,160,56,17,33,0.6,0.05,0.2,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1,0.4,0,0,0,0,0,0,87,0,50,0.05,0.09,0.4,0.4,0.8,0.06,0,48,0,0,7,0,0,0,0,0,0,0,0,0,0,0.12,7.8
"Green beans/French beans, raw",13-431,"IFR; pods and beans, ends trimmed",Vegetables,DB,"As MW550-707/VHS 13-181 with folate from LGC 'Individual folates in foodstuffs' 1996 and selenium from SAC 'Analysis of foods for Selenium' 1994. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",24,1.9,3.15,2.3,0.31,2.2,0,0.5,0.9,90.7,0,,0,0,0,39,310,0,0,0,330,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,230,36,17,38,1.2,0.01,0.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.1,0.4,0,0,0,0,0,0,55,0,37,0.05,0.07,0.9,0.5,1.4,0.05,0,64,0.09,1,12,0,0,0,0,0,0,0,0,0,0,0.2,39
"Chick peas, whole, dried, boiled in unsalted water",13-430,As raw.  Soaked and boiled,Vegetables,DB,"As MW5 50-705/VHS 13-075 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",121,8.4,17.4,1,1.35,4.3,0,2.1,15.1,65.8,13,,0,0,0,0,23,0,0,0,23,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,5,270,46,37,83,2.1,0.28,1.2,7,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,4,0,54,0.1,0.07,0.7,1.1,1.8,0.14,0,66,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.24
"Tofu, soya bean, steamed",13-119,LGC. Soya bean curd; 7 assorted samples,Vegetables,DB,As VHS 13-119,73,8.1,0.7,0.3,1.29,0,0,4.2,0.3,85,0,,0,0,0,0,2,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0.8,0,0,0,2,0,0,0,0,0,0,4,63,510,23,95,1.2,0.2,0.7,16,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.06,0.02,0.1,1.3,0,0.07,0,15,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0
"Broad beans, frozen, boiled in unsalted water",13-428,"LGC; 10 samples, 7 brands.  Boiled 3-10 minutes",Vegetables,DB,"As MW5 50-702/VHS 13-068 with selenium from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",81,7.9,11,1.25,1.27,6.5,0,0.6,9.1,73.8,0,,0,0,0,12,220,0,0,0,225,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,8,280,56,36,150,1.6,0.32,1,15,0.3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,37,0,0,0.03,0.06,3,1.3,4.3,0.08,0,32,3.8,2.1,8,0,0,0,0,0,0,0,0,0,0,0.61,11.4
"Beansprouts, mung, raw",13-426,IFR; as purchased,Vegetables,DB,"As VHS 13-052 with selenium from SAC 'Analysis of foods for Selenium', 1994 MAFF Project 2B006. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",31,2.9,3.9,2.2,0.47,1.5,0,0.5,1.6,90.4,15,,0,0,0,20,20,20,0,0,40,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,5,74,20,18,48,1.7,0.08,0.3,15,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0,0,0,0,0,0,0,2,0,0,0.11,0.04,0.5,0.5,1,0.1,0,61,0.38,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Tofu, soya bean, steamed, fried",13-120,Calcd. from steamed and Haytowitz and Matthews (1986),Vegetables,DB,As VHS 13-120,261,23.5,1.95,0.9,3.76,0,0,17.7,0.8,51,0,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,180,1480,67,270,3.5,0.58,2,46,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0.09,0.02,0.1,3.8,0,0.1,0,27,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red kidney beans, canned, re-heated, drained",13-435,"LGC; 10 cans, 6 brands",Vegetables,DB,"As MW5 50-718/VHS 13-111 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",100,6.9,17.2,3.6,1.11,6.2,0,0.6,11.6,67.5,0,,0,0,0,0,4,0,0,0,4,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,390,280,71,30,130,2,0,0.7,640,0.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,3.3,0,0,0,0,0,0,1,0,9,0.21,0.06,0.6,1.1,1.7,0.11,0,15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0
"Soya beans, dried, boiled in unsalted water",13-116,As raw,Vegetables,DB,As VHS 13-116,141,14,4.95,2.05,2.24,6.1,0,7.3,1.7,64.3,0,,0,0,0,0,6,0,0,0,6,0,0.9,0,0,0,0,0,0,0,1.4,0,0,0,3.5,0,0,0,0,0,0,1,510,83,63,250,3,0.32,0.9,3,0.7,5,2,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0.2,1.9,0,0,0,0,0,0,1,0,0,0.12,0.09,0.5,2.2,0,0.23,0,54,0.18,25,0,0,0,0,0,0,0,0,0,0,0,1.13,0
"Soya beans, dried, raw",13-115,Whole beans. Analysis and literature sources,Vegetables,DB,As VHS 13-115,370,35.9,15.35,5.4,5.74,15.7,0,18.6,4.4,8.5,0,,0,0,0,0,12,0,0,0,12,0,2.3,0,0,0,0,0,0,0,3.5,0,0,0,9.1,0,0,0,0,0,0,5,1730,240,250,660,9.7,1.55,4.3,7,2.6,14,6,0,160,0,0,0,0,0,0,0,0,0,0.2,0,0.5,4.8,0,0,0,0,0,0,2,0,0,0.61,0.27,2.2,5.7,0,0.38,0,370,0.79,65,0,0,0,0,0,0,0,0,0,0,0,2.9,0
"Runner beans, boiled in unsalted water",13-114,Based on boiled in salted water,Vegetables,DB,"As VHS 13-114  with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",18,1.2,2.25,2,0.19,1.9,0,0.5,0.3,92.8,0,,0,0,0,4,120,0,0,0,120,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1,130,22,14,21,1,0.01,0.2,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.9,0.5,0,0,0,0,0,0,20,0,0,0.05,0.02,0,0.3,0,0.04,0,42,0.04,0.5,10,0,0,0,0,0,0,0,0,0,0,0.23,26
"Butter beans, canned, re-heated, drained",13-429,"LGC; 10 cans, 5 brands",Vegetables,DB,As MW5 50-703/VHS 13-072 with selenium estimated from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006,77,5.9,12.45,1.05,0.95,4.6,0,0.5,9.9,74,0,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,420,290,15,27,68,1.5,0.14,0.6,660,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0.05,0.03,0.2,0.9,1.1,0.05,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0
"Blackeye beans, dried, raw",13-062,Whole beans. Analysis and literature sources,Vegetables,DB,As VHS 13-062,311,23.5,51.8,2.85,3.76,8.2,0,1.6,43.2,10.7,0,,0,0,0,0,35,0,0,0,35,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,16,1170,81,140,410,7.6,0.75,3.2,0,1.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,2.5,0.1,0,0,0,0,0,6,0,0,0.87,0.19,2.1,5,0,0.36,0,630,1.5,18.4,1,0,0,0,0,0,0,0,0,0,0,0,0
"Black gram, urad gram, dried, raw",13-056,Whole beans. Literature sources,Vegetables,DB,As VHS 13-056,275,24.9,39,1.3,3.98,0,0,1.4,34.2,11.5,0,,0,0,0,0,38,0,0,0,38,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.7,0,0,0,0,0,0,40,800,150,160,370,6.3,0.72,2.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,1.1,0,0,0,0,0,0,6,0,0,0.42,0.37,2,4.6,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blackeye beans, dried, boiled in unsalted water",13-063,As raw; soaked and boiled,Vegetables,DB,As VHS 13-063,116,8.8,19.05,1.1,1.41,3.5,0,0.7,16.4,66.2,0,,0,0,0,0,13,0,0,0,13,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,5,320,21,45,140,1.9,0.22,1.1,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0,0,0,2,0,0,0.19,0.05,0.5,1.9,0,0.1,0,210,0.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baked beans, canned in tomato sauce, reduced sugar, reduced salt",13-046,"LGC; 5 cans, 2 own brands",Vegetables,DB,As VHS 13-046,73,5.35,12,2.75,0.85,3.8,0,0.6,8.8,73.6,0,,0,0,0,0,77,0,0,0,77,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,330,270,45,29,90,1.2,0.1,0.5,480,0.3,2,3,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6,1.8,0,0,0,0,0,0,13,0,0,0.09,0.06,0.5,0.9,0,0.14,0,23,0.19,2.6,0,0,0,0,0,0,0,0,0,0,0,0.39,0
"Baked beans, canned in tomato sauce, re-heated",13-044,"LGC; 10 cans, 7 brands",Vegetables,DB,"As VHS 13-044 with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",84,5.2,14.8,5.8,0.83,3.7,0,0.6,8.5,71.5,0,,0,0,0,0,74,0,0,0,74,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,530,310,53,31,100,1.4,0.03,0.5,820,0.3,2,3,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,3.9,0,0,0,0,0,0,12,0,0,0.09,0.06,0.5,0.8,0,0.14,0,22,0.18,2.5,0,0,0,0,0,0,0,0,0,0,0,0.37,2.72
"Aduki beans, dried, boiled in unsalted water",13-042,LGC analysis and calculation from dried,Vegetables,DB,As VHS 13-042,123,9.3,21.5,0.5,1.48,5.5,0,0.2,18.9,59.4,0,,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,570,39,60,180,1.9,0.51,2.3,0,0.8,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0,0,1,0,0,0.14,0.08,0.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black gram, urad gram, dried, boiled in unsalted water",13-057,As raw; soaked and boiled,Vegetables,DB,As VHS 13-057,89,7.8,13,0.3,1.25,0,0,0.4,11.8,71.3,0,,0,0,0,0,12,0,0,0,12,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,13,260,49,52,120,2,0.23,0.9,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,2,0,0,0.11,0.09,0.5,1.5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chick peas, canned, re-heated, drained",13-078,"LGC. Whole peas; 10 samples, 5 brands",Vegetables,DB,As VHS 13-078,115,7.2,15.4,0.4,1.15,4.1,0,2.9,13.7,67.5,0,,0,0,0,0,21,0,0,0,21,0,0.3,0,0,0,0,0,0,0,0.7,0,0,0,1.3,0,0,0,0,0,0,220,110,43,24,81,1.5,0.05,0.8,280,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,3,0,0,0.05,0.03,0.2,1,0,0.04,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0
